Aktualisiert;E-Mail Kontakt;Geographische Abdeckung;Geographische Granularität;Kategorie;Kommentare;Lizenz;Veröffentlichende Stelle;Veröffentlicht;Website;Zeitliche Granularität;Zeitperiode;_collection_date;_title;_type;_url;tags;
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Ausbildung im Gesundheitswesen&thema=Erteilte Approbationen und Berufserlaubnisse&unterthema=Erteilte Approbationen und Berufserlaubnisse;Jahr;vom 31.12.2002 bis 31.12.2011;2014-10-24 12:46:26;Gesundheitsberichterstattung Berlin: Ausbildung im Gesundheitswesen -> Erteilte Approbationen und Berufserlaubnisse;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-ausbildung-im-gesundheitswesen-erteilte;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Bezirk;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Berichte&bereich=SBW&thema=Statistische Kurzinformationen&unterthema=Leistungen nach 4. Kapitel SGB XII - Datenüberblick;Jahr;31.12.2011;2014-10-24 12:46:26;Sozialstatistisches Berichtswesen Berlin: Statistische Kurzinformationen -> Leistungen nach 4. Kapitel SGB XII - Datenüberblick;document;http://daten.berlin.de/datensaetze/sozialstatistisches-berichtswesen-berlin-statistische-kurzinformationen-leistungen-nac-0;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Umweltbezogener Gesundheitsschutz und Verbraucherschutz im Gesundheitswesen&thema=Lebens- und Arbeitsbedingungen&unterthema=Gesundheitsrisiken durch Schadstoffe in der Luft;Jahr;vom 31.12.2002 bis 31.12.2011;2014-10-24 12:46:27;Gesundheitsberichterstattung Berlin: Umweltbezogener Gesundheitsschutz und Verbraucherschutz im Gesundheitswesen -> Lebens- und Arbeitsbedingungen -> Gesundheitsrisiken durch Schadstoffe in der Luft;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-umweltbezogener-gesundheitsschutz-und-2;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Ausbildung im Gesundheitswesen&thema=Auszubildende im Gesundheitswesen&unterthema=Weiterbildung;Jahr;31.12.2007;2014-10-24 12:46:27;Gesundheitsberichterstattung Berlin: Ausbildung im Gesundheitswesen -> Auszubildende im Gesundheitswesen -> Weiterbildung;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-ausbildung-im-gesundheitswesen-auszubildende-im-0;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Einrichtungen des Gesundheitswesens&thema=Ambulante medizinische Einrichtungen&unterthema=Sonstige medizinische Einrichtungen;Jahr;vom 31.12.2002 bis 31.07.2013;2014-10-24 12:46:27;Gesundheitsberichterstattung Berlin: Einrichtungen des Gesundheitswesens -> Ambulante medizinische Einrichtungen -> Sonstige medizinische Einrichtungen;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-einrichtungen-des-gesundheitswesens-ambulante-0;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Gesundheitsrelevante Verhaltensweisen&thema=Konsum von Tabak, Alkohol und Drogen&unterthema=Alkoholkonsum;Jahr;vom 31.12.1998 bis 31.12.2010;2014-10-24 12:46:27;Gesundheitsberichterstattung Berlin: Gesundheitsrelevante Verhaltensweisen -> Konsum von Tabak, Alkohol und Drogen -> Alkoholkonsum;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsrelevante-verhaltensweisen-konsum-von;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Gesundheitszustand der Bevölkerung&thema=Allgemeine Übersicht zu Mortalität und Morbidität&unterthema=Allgemeine Übersicht zu Mortalität und Morbidität;Jahr;vom 31.12.2004 bis 31.12.2006;2014-10-24 12:46:27;Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Allgemeine Übersicht zu Mortalität und Morbidität;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-allgemeine-9;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Bevölkerung und bevölkerungsspezifische Rahmenbedingungen des Gesundheitssystems&thema=Bevölkerung&unterthema=Bevölkerung;Jahr;vom 31.12.2003 bis 31.07.2013;2014-10-24 12:46:27;Gesundheitsberichterstattung Berlin: Bevölkerung und bevölkerungsspezifische Rahmenbedingungen des Gesundheitssystems -> Bevölkerung;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-bev%C3%B6lkerung-und-bev%C3%B6lkerungsspezifische-6;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Ausbildung im Gesundheitswesen&thema=Weiterbildung&unterthema=Weiterbildung;Jahr;vom 31.12.2002 bis 31.12.2011;2014-10-24 12:46:27;Gesundheitsberichterstattung Berlin: Ausbildung im Gesundheitswesen -> Weiterbildung;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-ausbildung-im-gesundheitswesen-weiterbildung;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Einrichtungen des Gesundheitswesens&thema=Ambulante medizinische Einrichtungen&unterthema=Zahnarztpraxen;Jahr;vom 31.12.2002 bis 31.07.2013;2014-10-24 12:46:27;Gesundheitsberichterstattung Berlin: Einrichtungen des Gesundheitswesens -> Ambulante medizinische Einrichtungen -> Zahnarztpraxen;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-einrichtungen-des-gesundheitswesens-ambulante-1;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Kosten&thema=Kostenstruktur von ambulanten Gesundheitseinrichtungen&unterthema=Kostenstruktur von ambulanten Gesundheitseinrichtungen;Jahr;vom 31.12.2002 bis 31.08.2011;2014-10-24 12:46:28;Gesundheitsberichterstattung Berlin: Kosten -> Kostenstruktur von ambulanten Gesundheitseinrichtungen;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-kosten-kostenstruktur-von-ambulanten;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Gesundheitszustand der Bevölkerung&thema=Allgemeine Morbidität&unterthema=Subjektive Morbidität;Jahr;vom 31.12.1998 bis 31.08.2011;2014-10-24 12:46:28;Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Allgemeine Morbidität -> Subjektive Morbidität;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-allgemeine-6;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Gesundheitszustand der Bevölkerung&thema=Krankheiten/Krankheitsgruppen&unterthema=Krankheiten/ Krankheitsgruppen;Jahr;vom 31.12.2008 bis 31.07.2013;2014-10-24 12:46:28;Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Krankheiten/Krankheitsgruppen -> Krankheiten/ Krankheitsgruppen;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-22;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Kosten&thema=Aufwendungen für Leistungen in Pflegeeinrichtungen&unterthema=Aufwendungen für Leistungen in Pflegeeinrichtungen;Jahr;vom 31.12.2001 bis 15.12.2011;2014-10-24 12:46:28;Gesundheitsberichterstattung Berlin: Kosten -> Aufwendungen für Leistungen in Pflegeeinrichtungen;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-kosten-aufwendungen-f%C3%BCr-leistungen;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Ausgaben und Finanzierung&thema=Indikatoren zur Sozialversicherung&unterthema=Indikatoren zur Sozialversicherung;Jahr;vom 31.12.2008 bis 31.07.2013;2014-10-24 12:46:28;Gesundheitsberichterstattung Berlin: Ausgaben und Finanzierung -> Indikatoren zur Sozialversicherung;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-ausgaben-und-finanzierung-indikatoren-zur-1;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Ausgaben und Finanzierung&thema=Gesundheitsausgaben nach Ausgabenträgern und Leistungsarten&unterthema=Gesundheitsausgaben nach Ausgabenträgern und Leistungsarten;Jahr;31.12.2006;2014-10-24 12:46:28;Gesundheitsberichterstattung Berlin: Ausgaben und Finanzierung -> Gesundheitsausgaben nach Ausgabenträgern und Leistungsarten;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-ausgaben-und-finanzierung-gesundheitsausgaben-nach-2;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Gesundheitszustand der Bevölkerung&thema=Gesundheitszustand von Vorschulkindern&unterthema=Fernsehkonsum im Vorschulalter;Jahr;vom 31.12.2007 bis 15.02.2013;2014-10-24 12:46:28;Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Gesundheitszustand von Vorschulkindern -> Fernsehkonsum im Vorschulalter;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-1;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Einrichtungen des Gesundheitswesens&thema=Ambulante medizinische Einrichtungen&unterthema=Ambulante medizinische Einrichtungen;Jahr;vom 31.12.2006 bis 01.01.2013;2014-10-24 12:46:28;Gesundheitsberichterstattung Berlin: Einrichtungen des Gesundheitswesens -> Ambulante medizinische Einrichtungen;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-einrichtungen-des-gesundheitswesens-ambulante;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Gesundheitszustand der Bevölkerung&thema=Gesundheitszustand von Schulkindern und Jugendlichen&unterthema=Städtevergleich (Schulkinder/Jugendliche);Jahr;31.12.2007;2014-10-24 12:46:29;Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Gesundheitszustand von Schulkindern und Jugendlichen -> Städtevergleich (Schulkinder/Jugendliche);document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-8;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Gesundheitszustand der Bevölkerung&thema=Gesundheitszustand von Vorschulkindern&unterthema=Soziale Lage/Migrationshintergrund im Vorschulalter;Jahr;vom 31.12.2007 bis 15.02.2013;2014-10-24 12:46:29;Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Gesundheitszustand von Vorschulkindern -> Soziale Lage/Migrationshintergrund im Vorschulalter;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-15;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Inanspruchnahme von Leistungen der Gesundheitsförderung und der Gesundheitsversorgung&thema=Inanspruchnahme/Leistungen der ambulanten Versorgung&unterthema=Rettungsfahrten/Krankentransport, ärztlicher Bereitschaftsdienst, Erste-Hilfe-Stellen;Jahr;vom 31.12.2002 bis 31.12.2012;2014-10-24 12:46:29;Gesundheitsberichterstattung Berlin: Inanspruchnahme von Leistungen der Gesundheitsförderung und der Gesundheitsversorgung -> Inanspruchnahme/Leistungen der ambulanten Versorgung -> Rettungsfahrten/Krankentransport, ärztlicher Bereitschaftsdienst, Er...;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-inanspruchnahme-von-leistungen-der-3;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Gesundheitszustand der Bevölkerung&thema=Gesundheitszustand von Vorschulkindern&unterthema=Familiäre Lebensformen;Jahr;vom 31.12.2007 bis 15.02.2013;2014-10-24 12:46:29;Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Gesundheitszustand von Vorschulkindern -> Familiäre Lebensformen;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-4;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Gesundheitsrelevante Verhaltensweisen&thema=Weitere gesundheitsrelevante Verhaltensweisen&unterthema=Weitere gesundheitsrelevante Verhaltensweisen;Jahr;vom 31.12.1998 bis 31.12.2010;2014-10-24 12:46:29;Gesundheitsberichterstattung Berlin: Gesundheitsrelevante Verhaltensweisen -> Weitere gesundheitsrelevante Verhaltensweisen;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsrelevante-verhaltensweisen-weitere;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Gesundheitszustand der Bevölkerung&thema=Gesundheitszustand von Vorschulkindern&unterthema=Zahnpflege im Vorschulalter;Jahr;vom 31.12.2007 bis 15.02.2013;2014-10-24 12:46:29;Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Gesundheitszustand von Vorschulkindern -> Zahnpflege im Vorschulalter;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-11;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Inanspruchnahme von Leistungen der Gesundheitsförderung und der Gesundheitsversorgung&thema=Sonstige(r) Leistungen/Bedarf&unterthema=Sonstige(r) Leistungen/Bedarf;Jahr;vom 31.12.2000 bis 28.08.2013;2014-10-24 12:46:29;Gesundheitsberichterstattung Berlin: Inanspruchnahme von Leistungen der Gesundheitsförderung und der Gesundheitsversorgung -> Sonstige(r) Leistungen/Bedarf;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-inanspruchnahme-von-leistungen-der;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Inanspruchnahme von Leistungen der Gesundheitsförderung und der Gesundheitsversorgung&thema=Inanspruchnahme/Leistungen der Prävention, Gesundheitsförderung und Früherkennung von Krankheiten&unterthema=Inanspruchnahme von Beratungs-/Behandlungsangeboten des ÖGD für Kinder u. Jugendliche;Jahr;vom 31.12.2002 bis 31.12.2012;2014-10-24 12:46:29;Gesundheitsberichterstattung Berlin: Inanspruchnahme von Leistungen der Gesundheitsförderung und der Gesundheitsversorgung -> Inanspruchnahme/Leistungen der Prävention, Gesundheitsförderung und Früherkennung von Krankheiten -> Inanspruchnahme von Ber...;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-inanspruchnahme-von-leistungen-der-6;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Gesundheitszustand der Bevölkerung&thema=Gesundheitszustand von Vorschulkindern&unterthema=Sprachliche Entwicklung im Vorschulalter;Jahr;vom 31.12.2007 bis 15.02.2013;2014-10-24 12:46:29;Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Gesundheitszustand von Vorschulkindern -> Sprachliche Entwicklung im Vorschulalter;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-0;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Gesundheitszustand der Bevölkerung&thema=Gesundheitszustand von Schulkindern und Jugendlichen&unterthema=Zeitliche Trends (Schulkinder/Jugendliche);Jahr;31.12.2007;2014-10-24 12:46:30;Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Gesundheitszustand von Schulkindern und Jugendlichen -> Zeitliche Trends (Schulkinder/Jugendliche);document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-7;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Gesundheitszustand der Bevölkerung&thema=Allgemeine Morbidität&unterthema=Pflegebedürftigkeit;Jahr;vom 31.12.2003 bis 31.07.2013;2014-10-24 12:46:30;Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Allgemeine Morbidität -> Pflegebedürftigkeit;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-allgemeine;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Inanspruchnahme von Leistungen der Gesundheitsförderung und der Gesundheitsversorgung&thema=Inanspruchnahme/Leistungen der ambulanten Versorgung&unterthema=Ambulante ärztliche, psychotherapeutische, sozialpsychiatrische und zahnärztliche Leistungen;Jahr;vom 31.12.2002 bis 31.12.2011;2014-10-24 12:46:30;Gesundheitsberichterstattung Berlin: Inanspruchnahme von Leistungen der Gesundheitsförderung und der Gesundheitsversorgung -> Inanspruchnahme/Leistungen der ambulanten Versorgung -> Ambulante ärztliche, psychotherapeutische, sozialpsychiatrische und ...;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-inanspruchnahme-von-leistungen-der-4;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Gesundheitszustand der Bevölkerung&thema=Gesundheitszustand von Vorschulkindern&unterthema=Motorische und kognitive Entwicklung im Vorschulalter;Jahr;vom 31.12.2007 bis 15.02.2013;2014-10-24 12:46:31;Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Gesundheitszustand von Vorschulkindern -> Motorische und kognitive Entwicklung im Vorschulalter;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-5;[];
19.02.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Einrichtungen des Gesundheitswesens&thema=Pflegeeinrichtungen&unterthema=Pflegeeinrichtungen;Jahr;vom 31.12.2001 bis 15.12.2011;2014-10-24 12:46:32;Gesundheitsberichterstattung Berlin: Einrichtungen des Gesundheitswesens -> Pflegeeinrichtungen;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-einrichtungen-des-gesundheitswesens;[];
